SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_2305	789	218.779	2.18839E-69	gb|KAF1857587.1|hypothetical protein Lal_00014596 [Lupinus albus]	GO:0046872, GO:0048038, GO:0008137, GO:0051539, GO:0022900, GO:0051536	A0A6A5L7V8	
contig_2377	590	35.8094	4.56249	gb|KMS94330.1|hypothetical protein BVRB_022490 [Beta vulgaris subsp. vulgaris]	GO:0046872, GO:0048038, GO:0008137, GO:0022900, GO:0051539, GO:0051536	A0A0J8DU42	
contig_2023	533	101.679	1.40047E-22	gb|KAF1855243.1|hypothetical protein Lal_00003758 [Lupinus albus]	GO:0016627, GO:0050660, GO:0016491, GO:0009055, GO:0022900, GO:0003995	A0A6A5L6S0	
contig_2302	744	272.707	3.40915E-85	gb|KAF1855243.1|hypothetical protein Lal_00003758 [Lupinus albus]	GO:0016627, GO:0050660, GO:0016491, GO:0009055, GO:0022900, GO:0003995	A0A6A5L6S0	
contig_3105	542	299.671	2.9886E-92	gb|KAF1855237.1|hypothetical protein Lal_00008608 [Lupinus albus]	GO:0000166, GO:0031966, GO:0046872, GO:0048038, GO:0016020, GO:0016021, GO:0051539, GO:0016651, GO:0016874, GO:0051536, GO:0008137, GO:0022900, GO:0005524	A0A6A5L104	
contig_2356	511	35.8094	5.1121	gb|KXZ51445.1|hypothetical protein GPECTOR_12g408 [Gonium pectorale]	GO:0030170, GO:0003824, GO:1901564, GO:0016829, GO:0019752, GO:0016830	A0A150GNT5	
contig_2557	587	268.47	2.35585E-82	gb|KAF1854238.1|hypothetical protein Lal_00013146 [Lupinus albus]	GO:0016836, GO:0046872, GO:0019679, GO:0043436, GO:0051536	A0A6A5L2H3	
contig_674	528	85.5001	7.39159E-17	gb|KAF1852453.1|hypothetical protein Lal_00037184 [Lupinus albus]	GO:0019629, GO:0016836, GO:0046872, GO:0043436, GO:0019679, GO:0016853, GO:0051536	A0A6A5KYT9	
contig_2115	679	173.711	7.57382E-53	gb|KAF1857548.1|hypothetical protein Lal_00014557 [Lupinus albus]	GO:0005739, GO:0019464, GO:0005960	A0A6A5LBU0	
contig_1103	506	57.3806	2.47962E-7	gb|KAF1856540.1|hypothetical protein Lal_00049075 [Lupinus albus]	GO:0000166, GO:0003987, GO:0016208, GO:0016874, GO:0005524, GO:0019427	A0A6A5L988	
contig_3284	1179	570.466	0.0	gb|KAF1856540.1|hypothetical protein Lal_00049075 [Lupinus albus]	GO:0000166, GO:0003987, GO:0016208, GO:0016874, GO:0005524, GO:0019427	A0A6A5L988	
contig_485	600	45.4394	0.00574709	gb|KAF1857502.1|hypothetical protein Lal_00042821 [Lupinus albus]	GO:0016491, GO:0010181, GO:0019354, GO:0016651, GO:0008168, GO:0016740, GO:0032259	A0A6A5LFN0	
contig_530	557	108.997	5.84582E-25	gb|KAF1853450.1|hypothetical protein Lal_00013807 [Lupinus albus]	GO:0030170, GO:0003824, GO:0019346	A0A6A5L084	
contig_1195	553	269.24	2.36764E-87	gb|KAF1856315.1|hypothetical protein Lal_00049315 [Lupinus albus]	GO:0019344	A0A6A5LA22	
contig_3390	653	106.686	6.12861E-27	dbj|GFC94762.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0050992, GO:0046872, GO:0019288, GO:0051539, GO:0051536, GO:0051745	A0A699SBB7	
contig_42	920	150.599	4.98524E-40	dbj|GFC19568.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0035596, GO:0005737, GO:0003824, GO:0046872, GO:0051539, GO:0016740, GO:0018339, GO:0051536	A0A699NPU4	
contig_535	500	246.128	2.97506E-80	dbj|GFC82442.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0035596, GO:0005737, GO:0003824, GO:0046872, GO:0051539, GO:0016740, GO:0018339, GO:0051536	A0A699REL7	
contig_330	541	49.2914	1.93594E-4	gb|KXZ44217.1|hypothetical protein GPECTOR_71g578 [Gonium pectorale]	GO:0018193, GO:0016020, GO:0016021	A0A150G2Y7	
contig_3280	636	136.732	8.0412E-35	gb|KAG2449995.1|hypothetical protein HYH02_000099 [Chlamydomonas schloesseri]	GO:0044271, GO:1901362, GO:0044272, GO:0003824, GO:0046872, GO:0018130, GO:1901566, GO:0042364, GO:0051536	A0A835WM37	
contig_2011	598	59.3066	1.40134E-8	ref|XP_010911674.1|uncharacterized protein LOC105037743 [Elaeis guineensis]	GO:0016209, GO:0016491, GO:0017004, GO:0098869	A0A6I9QMB2	
contig_1545	656	390.193	1.54635E-126	gb|KAF1853329.1|hypothetical protein Lal_00009695 [Lupinus albus]	GO:0016020, GO:0016021, GO:0020037, GO:0017004	A0A6A5KXS0	
contig_2828	589	171.785	9.71618E-47	gb|KAF1857538.1|hypothetical protein Lal_00042858 [Lupinus albus]	GO:0016020, GO:0016021, GO:0020037, GO:0017004	A0A6A5LBT0	
contig_586	508	83.1889	9.64075E-17	gb|OUS48411.1|putative hydroxyacylglutathione hydrolase [Ostreococcus tauri]	GO:0008270, GO:0004416, GO:0046872, GO:0019243, GO:0017001, GO:0016787, GO:0008800	A0A1Y5IFZ2	
contig_69	526	95.1301	2.63425E-20	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_376	974	139.043	1.84164E-33	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_404	683	302.368	1.23557E-91	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_2338	712	219.935	1.00324E-62	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_2507	636	351.673	3.92503E-109	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_2995	782	161.77	3.09548E-42	gb|KAF1853362.1|hypothetical protein Lal_00009728 [Lupinus albus]	GO:0003824, GO:0016020, GO:0045484, GO:0016021, GO:0017000, GO:0042908, GO:0016740, GO:0055085, GO:0016407, GO:0030170, GO:0015562, GO:0008483, GO:0022857, GO:0005886	A0A6A5L443	
contig_331	652	37.7354	2.04837	gb|RHN48088.1|putative histone acetyltransferase chromatin regulator PHD family [Medicago truncatula]	GO:0016746, GO:0046872, GO:0003714, GO:0045892, GO:0016573, GO:0016740, GO:0004402	A0A396H5M5	
contig_1934	602	38.1206	1.39532	ref|XP_016670489.1|probable E3 ubiquitin-protein ligase ARI7 isoform X2 [Gossypium hirsutum]	GO:0046872, GO:0016740, GO:0016567, GO:0004842	A0A1U8I443	
contig_2942	824	40.817	0.489256	gb|MBA0608079.1|hypothetical protein [Gossypium davidsonii]	GO:0016567, GO:0004842	A0A7J8R2L5	
contig_2006	507	36.5798	3.60142	ref|XP_025615554.1|DDB1- and CUL4-associated factor homolog 1 [Arachis hypogaea]	GO:0016567, GO:0005634	A0A445C0C4	
contig_2620	873	73.559	3.68988E-14	dbj|GFD57794.1|tyrosine-protein phosphatase [Tanacetum cinerariifolium]	GO:0016791, GO:0016311, GO:0004721	A0A699XMV1	
contig_1378	795	133.65	2.46242E-32	dbj|GEU28387.1|two-component system sensor histidine kinase/response regulator [Tanacetum cinerariifolium]	GO:0055085, GO:0015562, GO:0016020, GO:0043231, GO:0016310, GO:0022857, GO:0016301, GO:0008239, GO:0070009	A0A699GFJ6	
contig_1951	521	35.8094	6.46515	gb|KAF5198208.1|Phosphatidylinositol 4-kinase alpha-like protein [Thalictrum thalictroides]	GO:0048015, GO:0046854, GO:0016310, GO:0016740, GO:0016301	A0A7J6WML9	
contig_238	619	49.2914	4.03243E-4	dbj|GFA38202.1|tyrosine-protein kinase CpsD, putative [Tanacetum cinerariifolium]	GO:0000166, GO:0004725, GO:0004713, GO:0016020, GO:0016021, GO:0045226, GO:0016310, GO:0030145, GO:0016740, GO:0016301, GO:0005524, GO:0018108	A0A699JJC0	
contig_71	568	38.1206	1.13057	gb|RDY01758.1|putative fructokinase-7, partial [Mucuna pruriens]	GO:0016020, GO:0016021, GO:0016310, GO:0016740, GO:0016773, GO:0016301	A0A371HG51	
contig_3262	567	53.1434	1.43644E-6	gb|MCI23786.1|histidine kinase 4-like [Trifolium medium]	GO:0016310, GO:0016301	A0A392QJR3	
contig_1100	604	36.5798	4.59953	gb|KAF4346799.1|hypothetical protein G4B88_011472 [Cannabis sativa]	GO:0000166, GO:0016310, GO:0016740, GO:0016301, GO:0005524	A0A7J6DMF5	
contig_1819	502	218.779	7.97382E-68	gb|PTQ27764.1|hypothetical protein MARPO_0184s0007 [Marchantia polymorpha]	GO:0031071, GO:0030170, GO:0003824, GO:0046872, GO:0044571, GO:0016226, GO:0051536	A0A2R6W1P3	
contig_648	550	372.089	2.05882E-125	gb|KAF1853343.1|hypothetical protein Lal_00009709 [Lupinus albus]	GO:0016226, GO:0051536	A0A6A5L1B9	
contig_303	551	92.8189	5.67335E-20	gb|KAF1857553.1|hypothetical protein Lal_00014562 [Lupinus albus]	GO:0000166, GO:0016226, GO:0005524, GO:0140663, GO:0051536	A0A6A5LD42	
contig_2224	537	250.751	4.23965E-81	gb|KAF1857553.1|hypothetical protein Lal_00014562 [Lupinus albus]	GO:0000166, GO:0016226, GO:0005524, GO:0140663, GO:0051536	A0A6A5LD42	
contig_2633	615	65.4698	9.9979E-10	gb|MQL90908.1|hypothetical protein [Colocasia esculenta]	GO:0016226	A0A843V4D2	
contig_3242	735	36.5798	1.73208	gb|PRQ56159.1|putative lanosterol synthase [Rosa chinensis]	GO:0016866, GO:0005811, GO:0031559, GO:0000250, GO:0016104, GO:0016853	A0A2P6SBY1	
contig_187	1112	453.751	2.55207E-155	gb|KAF1853192.1|hypothetical protein Lal_00009552 [Lupinus albus]	GO:0003677, GO:0015995, GO:0032508, GO:0016874, GO:0005524	A0A6A5L3L3	
contig_2394	586	293.893	1.51489E-95	gb|KAF1857086.1|hypothetical protein Lal_00015183 [Lupinus albus]	GO:0003677, GO:0032508, GO:0015995, GO:0016874, GO:0005524	A0A6A5L7J8	
contig_1191	1098	37.3502	9.5195	ref|XP_006664348.2|uncharacterized protein LOC102703742 isoform X1 [Oryza brachyantha]	GO:0045261, GO:0046933, GO:0015986	J3NBG3	
contig_2050	519	39.6614	0.289197	ref|NP_567468.1|Photosystem II reaction center PsbP family protein [Arabidopsis thaliana]	GO:0005515, GO:0031977, GO:0009507, GO:0005509, GO:0048564, GO:0015979, GO:0019898, GO:0009570, GO:0009579, GO:0009535, GO:0009523, GO:0009654, GO:0009543, GO:0009536	O23403, A0A178UV94	
contig_682	890	73.559	5.32943E-12	gb|KAF2282109.1|hypothetical protein GH714_042933 [Hevea brasiliensis]	GO:0003677, GO:0015979	A0A6A6K3X1	
contig_925	605	106.301	9.41067E-24	gb|KAF1853184.1|hypothetical protein Lal_00009544 [Lupinus albus]	GO:0000166, GO:0016020, GO:0016021, GO:0015979, GO:0005524	A0A6A5KQR2	
contig_1193	642	88.9669	1.22175E-17	dbj|GEU28301.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0015979, GO:0019867	A0A699GFH1	
contig_1424	754	49.6766	1.82709E-4	dbj|GFB82088.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0015979	A0A699MJF9	
contig_1858	597	61.2326	5.75999E-9	dbj|GFC78489.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0015979	A0A699QTJ0	
contig_3009	577	44.2838	0.00184119	dbj|GFD50384.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0015979	A0A699X145	
contig_2535	771	36.1946	7.90152	gb|OWM89641.1|hypothetical protein CDL15_Pgr024389 [Punica granatum]	GO:0008270, GO:0016829, GO:0004089, GO:0015976	A0A218XYQ5	
contig_121	808	284.263	1.19309E-94	gb|KAF1855306.1|hypothetical protein Lal_00003747 [Lupinus albus]	GO:0003864, GO:0015940, GO:0005737, GO:0003824, GO:0043231, GO:0016740	A0A6A5L2T2	
contig_904	648	71.2478	8.79568E-12	gb|EEF24178.1|phosphopentothenoylcysteine decarboxylase, putative, partial [Ricinus communis]	GO:0015941, GO:0003824, GO:0010181, GO:0016829, GO:0071513, GO:0015937, GO:0004633, GO:0016831, GO:0004632	B9TIY6	
contig_2468	528	33.8834	28.7024	gb|KAF1860500.1|hypothetical protein Lal_00021543 [Lupinus albus]	GO:0004594, GO:0015937, GO:0005524	A0A6A5LLH1	
contig_575	672	58.5362	6.36782E-8	dbj|GFC87457.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0044718, GO:0055085, GO:0015343, GO:0015891, GO:0016020, GO:0016021, GO:0031992, GO:0005886	A0A699RQP4	
contig_1699	889	94.3597	1.56668E-20	dbj|GFC87457.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0044718, GO:0055085, GO:0015343, GO:0015891, GO:0016020, GO:0016021, GO:0031992, GO:0005886	A0A699RQP4	
contig_2344	525	70.4774	1.07411E-12	dbj|GFC87457.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0044718, GO:0055085, GO:0015343, GO:0015891, GO:0016020, GO:0016021, GO:0031992, GO:0005886	A0A699RQP4	
contig_2399	572	38.891	0.754283	gb|EEF26155.1|Vitamin B12 transporter, putative, partial [Ricinus communis]	GO:0016020, GO:0015889	B9TDA9	
contig_1852	630	311.997	4.88203E-104	gb|KAF1853132.1|hypothetical protein Lal_00009492 [Lupinus albus]	GO:0016020, GO:0016021, GO:0015807, GO:0098656, GO:1902475, GO:0015293	A0A6A5L3E9	
contig_2135	737	141.739	3.67037E-37	gb|KAF1853132.1|hypothetical protein Lal_00009492 [Lupinus albus]	GO:0016020, GO:0016021, GO:0015807, GO:0098656, GO:1902475, GO:0015293	A0A6A5L3E9	
contig_2236	654	59.3066	1.70041E-7	ref|XP_024403229.1|b(0,+)-type amino acid transporter 1-like [Physcomitrium patens]	GO:0055085, GO:0015179, GO:0016020, GO:0016021, GO:1902475, GO:0015807, GO:0022857	A0A2K1J018	
contig_836	620	159.844	2.35061E-42	gb|KAF1857141.1|hypothetical protein Lal_00042767 [Lupinus albus]	GO:0000166, GO:0004713, GO:0046872, GO:0016020, GO:0016310, GO:0016740, GO:0015979, GO:0016301, GO:0016765, GO:0018108, GO:0019867, GO:0015159, GO:0015774, GO:0045226, GO:0005524	A0A6A5L7C8	
contig_1197	502	68.9366	3.33839E-11	gb|KAF1857141.1|hypothetical protein Lal_00042767 [Lupinus albus]	GO:0000166, GO:0004713, GO:0046872, GO:0016020, GO:0016310, GO:0016740, GO:0015979, GO:0016301, GO:0016765, GO:0018108, GO:0019867, GO:0015159, GO:0015774, GO:0045226, GO:0005524	A0A6A5L7C8	
contig_2326	729	199.134	1.95408E-55	gb|KAF1857141.1|hypothetical protein Lal_00042767 [Lupinus albus]	GO:0000166, GO:0004713, GO:0046872, GO:0016020, GO:0016310, GO:0016740, GO:0015979, GO:0016301, GO:0016765, GO:0018108, GO:0019867, GO:0015159, GO:0015774, GO:0045226, GO:0005524	A0A6A5L7C8	
contig_1188	753	38.5058	1.38022	gb|EEF27721.1|conserved hypothetical protein, partial [Ricinus communis]	GO:0016020, GO:0016021, GO:0015703, GO:0015109, GO:0005886	B9T8T8	
contig_1244	591	147.902	1.5736E-40	gb|EEF26122.1|arsenical-resistance protein, putative [Ricinus communis]	GO:0015699, GO:0015105, GO:0015104, GO:0055085, GO:0015103, GO:0015297, GO:0016020, GO:0016021, GO:0015700, GO:0005886	B9TDE3	
contig_3370	593	38.5058	0.940246	gb|ADP20960.1|arsenite transporter [Pteris vittata]	GO:0015698, GO:0015103, GO:0055085, GO:0016020, GO:0015297, GO:0016021, GO:0005886	E3URC9	
contig_2877	505	36.1946	4.32087	ref|XP_002508811.1|Phosphate:Na+ symporter [Micromonas commoda]	GO:0015698, GO:0015114, GO:0044341, GO:0016020, GO:0016021, GO:0035725, GO:0035435, GO:0005436, GO:0005886	C1FHB0	
contig_252	506	36.5798	3.94828	dbj|GEU29091.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0046983, GO:0015074, GO:0003676	A0A699GI30	
contig_1542	1211	42.743	0.270459	dbj|GEU40559.1|putative ribonuclease H-like domain-containing protein [Tanacetum cinerariifolium]	GO:0008270, GO:0015074, GO:0003676	A0A6L2JV01	
contig_1940	589	43.1282	1.68046E-6	emb|CDP17738.1|unnamed protein product [Coffea canephora]	GO:0008270, GO:0015074, GO:0003676	A0A068VDJ5	
contig_150	817	38.1206	3.18726	gb|KAG8496889.1|hypothetical protein CXB51_008087 [Gossypium anomalum]	GO:0015074, GO:0003676	A0A8J5YZK8	
contig_1009	677	57.3806	5.60448E-7	ref|XP_021300512.1|uncharacterized protein LOC110428914, partial [Herrania umbratica]	GO:0015074, GO:0003676	A0A6J1BLT3	
contig_1268	547	34.6538	17.4643	emb|CAN73437.1|hypothetical protein VITISV_031733 [Vitis vinifera]	GO:0015074, GO:0003676	A5AIJ8	
contig_2517	539	37.3502	2.15791	gb|KAA3469629.1|Retrotransposable element Tf2 [Gossypium australe]	GO:0015074, GO:0003676	A0A5B6VJZ0	
contig_2688	709	38.1206	2.76636	dbj|GEU87892.1|retrovirus-related Pol polyprotein from transposon TNT 1-94 [Tanacetum cinerariifolium]	GO:0015074, GO:0003676	A0A6L2NS49	
contig_2990	718	38.1206	2.6001	dbj|GEU79623.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0015074, GO:0003676	A0A6L2N0H3	
contig_3259	512	35.8094	5.8312	gb|OMO60726.1|hypothetical protein CCACVL1_23918 [Corchorus capsularis]	GO:0016197, GO:0015031	A0A1R3GRP9	
contig_74	794	36.965	6.68894	gb|KAF9624539.1|hypothetical protein IFM89_011713 [Coptis chinensis]	GO:0035672, GO:0035673, GO:0055085, GO:0016020, GO:0016021, GO:0015031, GO:0015833	A0A835IW80	
contig_922	1010	126.331	1.89795E-29	dbj|GEU28421.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016020, GO:0015031	A0A699GG07	
contig_2832	596	37.3502	0.479333	gb|PKI36900.1|hypothetical protein CRG98_042709 [Punica granatum]	GO:1901601, GO:0010223, GO:0016787	A0A2I0HZG2	
contig_717	519	72.7886	1.26939E-12	ref|XP_006828470.1|cleavage and polyadenylation specificity factor subunit 3-II [Amborella trichopoda]	GO:0010197, GO:0016180, GO:0005634	W1NK91	
contig_3150	855	119.013	2.85733E-28	gb|KAF1857456.1|hypothetical protein Lal_00014311 [Lupinus albus]	GO:0004128, GO:0016491, GO:0046872, GO:0051537, GO:0010124, GO:0009703, GO:0051536	A0A6A5L8Q7	
contig_2204	600	38.5058	1.00412	dbj|GAV79504.1|Frigida domain-containing protein [Cephalotus follicularis]	GO:0009908, GO:0030154	A0A1Q3CGY2	
contig_1868	861	37.7354	4.14718	ref|NP_178105.1|D-isomer specific 2-hydroxyacid dehydrogenase family protein [Arabidopsis thaliana]	GO:0005737, GO:0005739, GO:0016491, GO:0051287, GO:0047995, GO:0005829, GO:0030267, GO:0016616, GO:0016618, GO:0009854, GO:0009853, GO:0008465, GO:1901149	Q9CA90, A0A178W4H7	
contig_1509	552	35.4242	8.08898	gb|KDO76601.1|hypothetical protein CISIN_1g0416291mg, partial [Citrus sinensis]	GO:0051753, GO:0016020, GO:0097502, GO:0016021, GO:0016760, GO:0030244, GO:0016740, GO:0009833, GO:0005886	A0A067GMP9	
contig_204	559	36.5798	3.87889	gb|KAF2309184.1|hypothetical protein GH714_001105 [Hevea brasiliensis]	GO:0009807	A0A6A6M7E3	
contig_2663	514	38.5058	0.877511	ref|XP_034918799.1|zinc finger BED domain-containing protein DAYSLEEPER-like [Populus alba]	GO:0009791, GO:0003677, GO:0046872, GO:0046983, GO:0005634	A0A4U5QI85	
contig_952	547	54.6842	4.26722E-7	dbj|GFB92037.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0071949, GO:0009882, GO:0009785	A0A699MUA3	
contig_1815	682	59.3066	2.00118E-8	dbj|GFB92037.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0071949, GO:0009882, GO:0009785	A0A699MUA3	
contig_235	538	115.931	5.1191E-30	gb|EEF22373.1|conserved hypothetical protein [Ricinus communis]	GO:0005737, GO:0009738, GO:0043086, GO:0016020, GO:0004864, GO:0005886	B9TP41	
contig_3048	515	33.4982	28.3997	gb|KAE9588955.1|putative transcription factor MYB-HB-like family [Lupinus albus]	GO:0003677, GO:0051716, GO:0009736	A0A6A4NDX1	
contig_326	567	37.7354	1.57534	ref|XP_026419783.1|auxin efflux carrier component 5-like [Papaver somniferum]	GO:0055085, GO:0016020, GO:0016021, GO:0009734	A0A4Y7II81	
contig_2225	633	33.8834	12.1931	ref|XP_027062742.1|auxin-responsive protein SAUR71-like [Coffea arabica]	GO:0009733	A0A6P6SB79	
contig_135	537	39.6614	0.312546	gb|THG12914.1|hypothetical protein TEA_021392 [Camellia sinensis var. sinensis]	GO:0008171, GO:0042409, GO:0009809, GO:0009699, GO:0016740, GO:0008168, GO:0032259	A0A4S4EB08	
contig_2614	537	33.113	42.7335	ref|XP_050111035.1|reticulon-like protein B4 [Malus sylvestris]	GO:0005789, GO:0009617, GO:0016020, GO:0016021, GO:0005783	A0A498IPD9	
contig_120	746	43.1282	0.0574778	gb|KAF0892184.1|hypothetical protein E2562_013536 [Oryza meyeriana var. granulata]	GO:0003723, GO:0008270, GO:0009451	A0A6G1BX19	
contig_637	567	55.4546	2.35907E-6	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_1731	525	117.087	6.68561E-28	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_1909	625	65.855	9.18079E-10	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_2146	610	201.06	1.08079E-56	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_2279	566	41.9726	0.0677745	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_3120	537	137.502	6.51174E-35	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_3365	502	38.5058	0.779474	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
contig_3410	717	131.724	4.62765E-32	gb|KAF1853322.1|hypothetical protein Lal_00009687 [Lupinus albus]	GO:0000166, GO:0090502, GO:0009507, GO:0019363, GO:0016491, GO:0016020, GO:0009435, GO:0044318, GO:0004523, GO:0008734, GO:0003676	A0A6A5L405	
